Wavelength (nm),OD,% Transmission
361,0.835876673,14.59228579
362,0.815725635,15.28531402
363,0.800158686,15.84314198
364,0.783549853,16.46077002
365,0.770035426,16.98105129
366,0.75782302,17.46533742
367,0.742021352,18.1125104
368,0.730197114,18.61242178
369,0.722611767,18.94036016
370,0.706757727,19.6445585
371,0.698600378,20.01702917
372,0.689149509,20.45740255
373,0.679479303,20.91802591
374,0.668121219,21.47231063
375,0.65833337,21.96173412
376,0.653127688,22.22656303
377,0.646718435,22.55701169
378,0.637318902,23.05053967
379,0.631294363,23.37252521
380,0.625509085,23.68595584
381,0.618368185,24.07863231
382,0.615307574,24.2489214
383,0.607790708,24.67228041
384,0.601553206,25.02918993
385,0.599424202,25.15218958
386,0.596530248,25.32035276
387,0.592621749,25.54925557
388,0.591781408,25.59874013
389,0.587267203,25.86620985
390,0.58436525,26.03962644
391,0.585539939,25.96928908
392,0.583377068,26.09894378
393,0.581334312,26.22199243
394,0.578013462,26.42326851
395,0.578855082,26.37211239
396,0.578436598,26.39753669
397,0.578959381,26.3657797
398,0.578831849,26.37352325
399,0.576612157,26.50866414
400,0.573544071,26.69659844
401,0.574376172,26.64549719
402,0.570788757,26.86650928
403,0.570069847,26.91101962
404,0.567894651,27.04614356
405,0.565365152,27.20413043
406,0.567080338,27.09690336
407,0.56243501,27.38829455
408,0.561199969,27.4662919
409,0.560874714,27.48686984
410,0.559476786,27.57548848
411,0.555601796,27.82263155
412,0.554689548,27.8811352
413,0.552618696,28.01439859
414,0.548767022,28.26395795
415,0.549408025,28.22227215
416,0.551206167,28.10566292
417,0.54719146,28.36668197
418,0.54797433,28.3155936
419,0.546924867,28.38410031
420,0.544200612,28.56270855
421,0.54209521,28.7015129
422,0.538022148,28.97195832
423,0.537063657,29.03597026
424,0.534533102,29.20565147
425,0.530482471,29.47932457
426,0.528226325,29.63286724
427,0.525632641,29.81036949
428,0.519895401,30.20679156
429,0.515789698,30.49371256
430,0.51345603,30.65801057
431,0.505819279,31.20187704
432,0.502219115,31.46160577
433,0.501047528,31.54659366
434,0.497673138,31.79265973
435,0.491003281,32.28469729
436,0.491580026,32.24185152
437,0.486538425,32.61831896
438,0.482747736,32.90427032
439,0.481044775,33.03354819
440,0.47613757,33.40891948
441,0.472692957,33.67495645
442,0.471077193,33.80047526
443,0.467236861,34.10068784
444,0.46618491,34.18338689
445,0.461767563,34.53285119
446,0.458422251,34.7998802
447,0.457411145,34.88099422
448,0.454829063,35.08899559
449,0.455140847,35.06381391
450,0.454731293,35.09689583
451,0.454354091,35.12739211
452,0.453251886,35.21665593
453,0.452488707,35.278596
454,0.452462264,35.28074408
455,0.452191718,35.30272926
456,0.452035367,35.31544089
457,0.451715001,35.34150172
458,0.450816372,35.414705
459,0.44956007,35.51729892
460,0.448381922,35.61378051
461,0.447368786,35.69695844
462,0.444819282,35.907132
463,0.441841918,36.1541439
464,0.440031692,36.30515603
465,0.435251814,36.70694031
466,0.433736807,36.83521366
467,0.431564828,37.01989411
468,0.42792226,37.33169769
469,0.426160285,37.48346366
470,0.422617381,37.79049836
471,0.420475369,37.97734769
472,0.417301112,38.25594091
473,0.41517129,38.4440125
474,0.411963145,38.72905093
475,0.411984324,38.72716238
476,0.409048754,38.98982139
477,0.406309755,39.23649866
478,0.405875996,39.27570636
479,0.401906063,39.63637575
480,0.401671438,39.6577949
481,0.399367097,39.86877601
482,0.39806049,39.98890484
483,0.395955969,40.18315488
484,0.395193738,40.2537423
485,0.393412369,40.41919229
486,0.391655484,40.58303441
487,0.389635033,40.77227704
488,0.387376265,40.98488637
489,0.385402116,41.17161318
490,0.384503546,41.25688689
491,0.382745482,41.42423706
492,0.38179324,41.51516421
493,0.380207008,41.66707286
494,0.380620734,41.62739804
495,0.38049385,41.63956178
496,0.379478802,41.73699701
497,0.380709554,41.61888553
498,0.380522758,41.63679022
499,0.37938639,41.74587899
500,0.38025933,41.66205325
501,0.378529274,41.82834931
502,0.379186512,41.76509637
503,0.378031261,41.87634209
504,0.379199486,41.76384868
505,0.377278517,41.94898751
506,0.37869499,41.81239165
507,0.380211614,41.66663096
508,0.379855971,41.70076569
509,0.381810458,41.51351833
510,0.383659353,41.33716111
511,0.384449838,41.2619893
512,0.3853409,41.17741694
513,0.387185202,41.00292119
514,0.388876708,40.84353209
515,0.390884517,40.65514208
516,0.395013669,40.27043591
517,0.397250217,40.06358267
518,0.399089332,39.89428337
519,0.401446368,39.67835256
520,0.400458107,39.76874563
521,0.402928416,39.54317928
522,0.406067906,39.25835464
523,0.407646981,39.11587222
524,0.409845903,38.91832113
525,0.410928222,38.82145228
526,0.413645932,38.57927553
527,0.416429605,38.33278692
528,0.419404504,38.07110624
529,0.422012421,37.84317613
530,0.423521826,37.71187923
531,0.426872397,37.42205247
532,0.427949665,37.329342
533,0.431014335,37.06684865
534,0.433353408,36.86774641
535,0.435384169,36.69575533
536,0.439792862,36.32512676
537,0.441949106,36.14522177
538,0.447011718,35.72631986
539,0.448672653,35.58994749
540,0.449910205,35.48867587
541,0.451977396,35.32015526
542,0.456199233,34.97846664
543,0.458194861,34.81810564
544,0.461584908,34.54737798
545,0.464690747,34.30119521
546,0.469999434,33.88445976
547,0.474404046,33.54254059
548,0.47919507,33.17454154
549,0.484869046,32.74394134
550,0.487932267,32.51380025
551,0.494637748,32.01564474
552,0.500884707,31.55842303
553,0.508494166,31.01029046
554,0.516004637,30.4786245
555,0.523696298,29.9435786
556,0.532078215,29.37120637
557,0.539033207,28.90458865
558,0.549311827,28.22852416
559,0.558603028,27.63102351
560,0.568756504,26.99252402
561,0.58020986,26.28997301
562,0.59007555,25.69948677
563,0.601597757,25.02662254
564,0.61313537,24.37051068
565,0.624507051,23.74066876
566,0.63631804,23.10372251
567,0.650413135,22.36592503
568,0.66360124,21.69695357
569,0.679366246,20.92347208
570,0.693663666,20.24586486
571,0.709707907,19.51156446
572,0.726055615,18.7907617
573,0.73895177,18.24098262
574,0.757078368,17.4953096
575,0.774325779,16.81412305
576,0.792398297,16.12878688
577,0.809496503,15.50613271
578,0.82892794,14.82764091
579,0.849494242,14.14183474
580,0.870380942,13.47780157
581,0.888112215,12.93861485
582,0.909628248,12.31322321
583,0.933816889,11.64616962
584,0.95556356,11.07736433
585,0.97846565,10.50834565
586,1.001353965,9.968872356
587,1.028416753,9.366627463
588,1.048962778,8.933820488
589,1.076752319,8.380070662
590,1.102455434,7.898498969
591,1.128309251,7.442018568
592,1.159045529,6.933531146
593,1.185886496,6.517987216
594,1.214933305,6.096305119
595,1.242989757,5.714921151
596,1.274474785,5.315268588
597,1.303554116,4.971024272
598,1.336198223,4.611070651
599,1.369861256,4.267158195
600,1.402905325,3.954528184
601,1.435832963,3.665785396
602,1.471240339,3.378778023
603,1.505242593,3.124333654
604,1.541252676,2.875724808
605,1.578358327,2.64022946
606,1.615235511,2.42529454
607,1.652617172,2.225270588
608,1.69117442,2.036224133
609,1.73185433,1.854153436
610,1.771357234,1.692944675
611,1.811899622,1.542056824
612,1.855242691,1.395588265
613,1.899594328,1.260101916
614,1.945757146,1.13303377
615,1.986732336,1.031021364
616,2.033872517,0.924969651
617,2.080401683,0.830994821
618,2.12879422,0.743371283
619,2.177818367,0.664020723
620,2.227822286,0.591803752
621,2.278585172,0.526519946
622,2.329117347,0.468686725
623,2.382963363,0.414034601
624,2.438037432,0.36472251
625,2.492246462,0.321924136
626,2.547835419,0.283246519
627,2.604254368,0.248740001
628,2.660922616,0.218311887
629,2.719809513,0.190629666
630,2.780049488,0.165939781
631,2.844125259,0.143177489
632,2.903812928,0.124792094
633,2.966341123,0.108058486
634,3.02988488,0.093350171
635,3.093965394,0.080544262
636,3.158893189,0.069359637
637,3.226748415,0.05932689
638,3.29397458,0.050818919
639,3.361499417,0.043501135
640,3.430291249,0.037128615
641,3.500421778,0.03159208
642,3.572332774,0.026771162
643,3.645640198,0.022613084
644,3.718403655,0.019124775
645,3.792863431,0.016111522
646,3.868511111,0.013535955
647,3.944743247,0.01135682
648,4.021285642,0.009521697
649,4.099036585,0.007960923
650,4.179312823,0.006617397
651,4.258206052,0.005518156
652,4.339627996,0.004574799
653,4.420600448,0.003796641
654,4.503951566,0.003133635
655,4.588944787,0.002576649
656,4.673837469,0.002119154
657,4.760300935,0.001736597
658,4.84638134,0.001424356
659,4.936032756,0.00115869
660,5.023892539,0.000946471
661,5.116237126,0.000765179
662,5.20766577,0.000619918
663,5.298159995,0.000503315
664,5.394356787,0.000403314
665,5.488480869,0.000324728
666,5.581932739,0.000261859
667,5.681334975,0.000208288
668,5.778915164,0.000166374
669,5.87624491,0.00013297
670,5.975365534,0.000105836
671,6.076134747,8.392E-05
672,6.179732044,6.61101E-05
673,6.282712312,5.2154E-05
674,6.382863902,4.14129E-05
675,6.49017653,3.23462E-05
676,6.595479582,2.53817E-05
677,6.704517935,1.97461E-05
678,6.811138154,1.54476E-05
679,6.919233465,1.20439E-05
680,7.029787674,9.33711E-06
681,7.140873173,7.22981E-06
682,7.253081512,5.58365E-06
683,7.364787603,4.3173E-06
684,7.479473116,3.31533E-06
685,7.593968945,2.54701E-06
686,7.711241226,1.94428E-06
687,7.826560764,1.49087E-06
688,7.943104457,1.13998E-06
689,8.061200508,8.68559E-07
690,8.179757478,6.61063E-07
691,8.300987758,5.00049E-07
692,8.420423231,3.79819E-07
693,8.54324349,2.86257E-07
694,8.666935325,2.1531E-07
695,8.789044788,1.62538E-07
696,8.916592014,1.21174E-07
697,9.038570657,9.15017E-08
698,9.167485212,6.80009E-08
699,9.291650885,5.10916E-08
700,9.418126131,3.81833E-08
701,9.549401227,2.82227E-08
702,9.675233751,2.11235E-08
703,9.807331512,1.55836E-08
704,9.935388178,1.16041E-08
705,10.06450147,8.61983E-09
706,10.19725188,6.34963E-09
707,10.32897361,4.68842E-09
708,10.46334401,3.44077E-09
709,10.59537311,2.53879E-09
710,10.72688225,1.8755E-09
711,10.86020597,1.37973E-09
712,10.99272848,1.01688E-09
713,11.12955675,7.42067E-10
714,11.2638914,5.44639E-10
715,11.39956691,3.98504E-10
716,11.533804,2.92547E-10
717,11.6728426,2.12401E-10
718,11.80805269,1.55578E-10
719,11.94381248,1.13812E-10
720,12.07894951,8.33778E-11
721,12.21346652,6.11693E-11
722,12.35824481,4.38284E-11
723,12.49404551,3.20593E-11
724,12.63493057,2.31777E-11
725,12.76506639,1.71765E-11
726,12.90119873,1.25546E-11
727,13.04563944,9.00245E-12
728,13.17572218,6.67233E-12
729,13.31696513,4.81986E-12
730,13.44965295,3.55097E-12
731,13.59176518,2.55997E-12
732,13.72399899,1.888E-12
733,13.85648697,1.3916E-12
734,13.99871984,1.00295E-12
735,14.13170714,7.38402E-13
736,14.26704293,5.40701E-13
737,14.39880531,3.99204E-13
738,14.53500766,2.91738E-13
739,14.66172698,2.17908E-13
740,14.80106795,1.581E-13
741,14.91078218,1.22806E-13
742,15.05086141,8.89485E-14
743,15.18217683,6.5739E-14
744,15.30017603,5.00984E-14
745,15.42305383,3.77525E-14
746,15.53946608,2.88758E-14
747,15.67856901,2.09619E-14
748,15.7850268,1.64049E-14
749,15.90137735,1.25494E-14
750,16.01149768,9.73873E-15
751,16.1266529,7.47046E-15
752,16.21228432,6.1336E-15
753,16.30725101,4.92889E-15
754,16.39241309,4.05123E-15
755,16.49034653,3.23336E-15
756,16.58427475,2.60451E-15
757,16.66367142,2.16934E-15
758,16.73806096,1.82784E-15
759,16.82520704,1.49552E-15
760,16.89171122,1.28318E-15
761,16.95557166,1.10772E-15
762,17.02007775,9.54822E-16
763,17.07944253,8.32832E-16
764,17.13973697,7.24875E-16
765,17.18487139,6.53324E-16
766,17.21554785,6.08768E-16
767,17.25936101,5.5035E-16
768,17.32573099,4.72356E-16
769,17.3409572,4.56082E-16
770,17.37130171,4.25303E-16
771,17.44274199,3.60793E-16
772,17.47147833,3.37693E-16
773,17.50789746,3.10529E-16
774,17.53081708,2.94566E-16
775,17.52780938,2.96613E-16
776,17.5757997,2.65583E-16
777,17.58341883,2.60964E-16
778,17.59958341,2.5143E-16
779,17.60846531,2.4634E-16
780,17.65494864,2.21336E-16
781,17.63142452,2.33655E-16
782,17.68856584,2.04849E-16
783,17.68698297,2.05597E-16
784,17.71458959,1.92935E-16
785,17.70341235,1.97965E-16
786,17.78465736,1.64188E-16
787,17.75588553,1.75434E-16
788,17.7675431,1.70788E-16
789,17.78032365,1.65835E-16
790,17.80620418,1.56241E-16
791,17.81279406,1.53888E-16
792,17.87196181,1.34288E-16
793,17.85304824,1.40266E-16
794,17.8974496,1.26634E-16
795,17.85120621,1.40862E-16
796,17.92045618,1.201E-16
797,17.91595139,1.21352E-16
798,17.92532805,1.1876E-16
799,17.93754702,1.15466E-16
800,12.92707669,1.18283E-11
801,12.96169548,1.09221E-11
802,13.02272342,9.49023E-12
803,13.14034519,7.2386E-12
804,13.13414119,7.34275E-12
805,13.1577991,6.95346E-12
806,13.29578167,5.06079E-12
807,13.26171804,5.47371E-12
808,13.44641373,3.57755E-12
809,13.28664,5.16845E-12
810,13.38837068,4.08911E-12
811,13.48960063,3.23891E-12
812,13.44291811,3.60647E-12
813,13.47654992,3.33772E-12
814,13.55047693,2.81529E-12
815,13.65313484,2.22262E-12
816,13.59319908,2.55153E-12
817,13.67696629,2.10394E-12
818,13.65538459,2.21114E-12
819,13.70282018,1.98235E-12
820,13.84054357,1.44363E-12
821,13.82890697,1.48284E-12
822,13.83740806,1.45409E-12
823,13.85320703,1.40215E-12
824,13.97836835,1.05107E-12
825,14.01451667,9.67127E-13
826,13.98963389,1.02416E-12
827,14.01657514,9.62553E-13
828,14.08051753,8.30773E-13
829,14.13089933,7.39777E-13
830,14.24191627,5.72906E-13
831,14.24745211,5.6565E-13
832,14.30623868,4.94039E-13
833,14.31683334,4.82133E-13
834,14.33304562,4.64466E-13
835,14.32002861,4.78599E-13
836,14.392087,4.05427E-13
837,14.46551155,3.42364E-13
838,14.65855587,2.19505E-13
839,14.5445972,2.85366E-13
840,14.62348931,2.37964E-13
841,14.63845323,2.29904E-13
842,14.68715088,2.05518E-13
843,14.78796693,1.62942E-13
844,14.85377486,1.40031E-13
845,14.92993133,1.17508E-13
846,14.87339448,1.33846E-13
847,15.0021792,9.94995E-14
848,15.06135009,8.6826E-14
849,15.10104656,7.92416E-14
850,15.15769988,6.95505E-14
851,15.28748601,5.15839E-14
852,15.12546441,7.49093E-14
853,15.29899062,5.02353E-14
854,15.32197489,4.76459E-14
855,15.386565,4.10615E-14
856,15.43741654,3.65244E-14
857,15.44805834,3.56403E-14
858,15.60932647,2.45852E-14
859,15.59148619,2.56161E-14
860,15.69699284,2.00913E-14
861,15.7238283,1.88874E-14
862,15.74350329,1.80508E-14
863,15.8553671,1.39519E-14
864,15.86784619,1.35567E-14
865,15.91314546,1.22139E-14
866,15.96671443,1.07966E-14
867,16.02003499,9.54916E-15
868,16.13930393,7.25598E-15
869,16.22760925,5.92094E-15
870,16.10907211,7.77907E-15
871,16.29322443,5.09068E-15
872,16.38050613,4.16384E-15
873,16.28165101,5.22816E-15
874,16.44823325,3.5626E-15
875,16.51518282,3.05364E-15
876,16.52395202,2.9926E-15
877,16.65015241,2.23794E-15
878,16.66718522,2.15186E-15
879,16.7545547,1.75973E-15
880,16.76456641,1.71962E-15
881,16.79407057,1.60668E-15
882,16.87425628,1.33581E-15
883,16.98222938,1.04177E-15
884,17.10971619,7.76755E-16
885,17.09503863,8.03455E-16
886,17.2214233,6.00588E-16
887,17.18401409,6.54615E-16
888,17.32536421,4.72755E-16
889,17.28384562,5.20181E-16
890,17.34846021,4.4827E-16
891,17.44059141,3.62584E-16
892,17.45510923,3.50664E-16
893,17.58851477,2.5792E-16
894,17.72423955,1.88695E-16
895,17.66272296,2.17409E-16
896,17.76294888,1.72604E-16
897,17.92119988,1.19895E-16
898,17.85009836,1.41222E-16
899,18.0013036,9.97003E-17
900,17.9001282,1.25855E-16
901,18.06880825,8.53477E-17
902,18.04300179,9.05729E-17
903,18.12625698,7.47727E-17
904,18.18475948,6.53492E-17
905,18.26502061,5.43225E-17
906,18.31232101,4.87168E-17
907,18.35458734,4.4199E-17
908,18.41333227,3.86071E-17
909,18.51194244,3.0765E-17
910,18.63704678,2.3065E-17
911,18.65732118,2.2013E-17
912,18.6711326,2.13239E-17
913,18.80038058,1.5835E-17
914,18.74833104,1.78513E-17
915,18.8668916,1.35865E-17
916,18.9215456,1.19799E-17
917,18.9486509,1.12551E-17
918,19.01136625,9.74168E-18
919,19.05558663,8.7986E-18
920,19.19883839,6.32647E-18
921,19.22063754,6.01676E-18
922,19.25746076,5.52763E-18
923,19.29750384,5.04076E-18
924,19.36506318,4.31456E-18
925,19.43452914,3.67681E-18
926,19.51004407,3.08998E-18
927,19.55898705,2.76066E-18
928,19.63153521,2.33596E-18
929,19.55978586,2.75559E-18
930,19.85057572,1.41067E-18
931,19.73197955,1.85362E-18
932,19.75082986,1.77488E-18
933,19.94440976,1.13655E-18
934,19.83842737,1.45068E-18
935,19.9233358,1.19307E-18
936,20.00874924,9.80056E-19
937,19.94979847,1.12254E-18
938,20.03866396,9.14821E-19
939,20.11096927,7.74517E-19
940,20.11188589,7.72884E-19
941,20.17251912,6.72173E-19
942,20.23699276,5.79438E-19
943,20.36915597,4.27409E-19
944,20.3833205,4.13694E-19
945,20.39899773,3.99027E-19
946,20.45055367,3.54361E-19
947,20.5576225,2.76935E-19
948,20.497922,3.17744E-19
949,20.61047553,2.45202E-19
950,20.66963307,2.13977E-19
951,20.61669367,2.41717E-19
952,20.69589904,2.01419E-19
953,20.81328502,1.53715E-19
954,20.73770217,1.82935E-19
955,20.95131467,1.11863E-19
956,21.05137329,8.88437E-20
957,20.94355895,1.13878E-19
958,21.05616822,8.78682E-20
959,21.02890838,9.35603E-20
960,21.09259212,8.07994E-20
961,21.17260876,6.72034E-20
962,21.20937348,6.17485E-20
963,21.21838523,6.04804E-20
964,21.32658185,4.71431E-20
965,21.31664522,4.82342E-20
966,21.25736283,5.52888E-20
967,21.47636112,3.33917E-20
968,21.53277839,2.93239E-20
969,21.48791,3.25155E-20
970,21.59136305,2.56234E-20
971,21.59485802,2.5418E-20
972,21.68993176,2.04206E-20
973,21.708013,1.95879E-20
974,21.76987643,1.69873E-20
975,21.83773437,1.453E-20
976,21.73955367,1.82157E-20
977,21.97529894,1.05852E-20
978,21.95414248,1.11137E-20
979,22.0127827,9.70996E-21
980,21.91705785,1.21044E-20
981,22.04520211,9.01152E-21
982,22.1694895,6.76878E-21
983,22.193972,6.39776E-21
984,22.23597475,5.80798E-21
985,22.18002238,6.60659E-21
986,22.23172044,5.86516E-21
987,22.24867525,5.64059E-21
988,22.3565331,4.40014E-21
989,22.37884236,4.17982E-21
990,22.39707317,4.00799E-21
991,22.43125473,3.70463E-21
992,22.45383313,3.51696E-21
993,22.51094913,3.08355E-21
994,22.52933125,2.95576E-21
995,22.55944115,2.75778E-21
996,22.58605626,2.59384E-21
997,22.5014928,3.15143E-21
998,22.58242794,2.6156E-21
999,22.63272018,2.32959E-21
1000,22.66582291,2.15862E-21
1001,22.77038717,1.69673E-21
1002,22.7731651,1.68591E-21
1003,22.7916121,1.6158E-21
1004,22.86634023,1.36038E-21
1005,22.93697614,1.15618E-21
1006,22.91468071,1.21708E-21
1007,22.93511139,1.16115E-21
1008,22.94900497,1.12459E-21
1009,23.07268036,8.45901E-22
1010,22.91059756,1.22858E-21
1011,23.05249726,8.86141E-22
1012,23.0177003,9.60063E-22
1013,23.13342643,7.35485E-22
1014,23.14006578,7.24326E-22
1015,23.1656609,6.82872E-22
1016,23.328563,4.69285E-22
1017,23.20017631,6.30701E-22
1018,23.26899854,5.38272E-22
1019,23.28350704,5.20587E-22
1020,23.30937177,4.90488E-22
1021,23.32148047,4.77001E-22
1022,23.38180614,4.15139E-22
1023,23.41839278,3.81599E-22
1024,23.35072698,4.45937E-22
1025,23.49844966,3.17359E-22
1026,23.54507013,2.85056E-22
1027,23.6097215,2.45628E-22
1028,23.63795845,2.30166E-22
1029,23.53037324,2.94867E-22
1030,23.58686734,2.589E-22
1031,23.66255051,2.17495E-22
1032,23.78382598,1.64503E-22
1033,23.73783829,1.82878E-22
1034,23.70434761,1.97539E-22
1035,23.83154842,1.47384E-22
1036,23.77266798,1.68784E-22
1037,23.84320036,1.43483E-22
1038,23.88097071,1.31531E-22
1039,23.86679716,1.35895E-22
1040,23.87806888,1.32413E-22
1041,23.95193063,1.11704E-22
1042,23.94207791,1.14267E-22
1043,23.9331989,1.16628E-22
1044,24.05468038,8.81698E-23
1045,23.95566973,1.10747E-22
1046,24.04505698,9.01453E-23
1047,24.10731908,7.81054E-23
1048,24.073096,8.45092E-23
1049,24.1278071,7.45063E-23
1050,24.1175505,7.62868E-23
1051,24.18355768,6.55303E-23
1052,24.15045401,7.07206E-23
1053,24.15314445,7.02839E-23
1054,24.17560661,6.67411E-23
1055,24.34679473,4.49992E-23
1056,24.31627978,4.82748E-23
1057,24.2016555,6.28557E-23
1058,24.37786348,4.18925E-23
1059,24.28794697,5.15292E-23
1060,24.3526833,4.43932E-23
1061,24.35983886,4.36678E-23
1062,24.37117804,4.25424E-23
1063,24.47823129,3.32482E-23
1064,24.4448189,3.59072E-23
1065,24.40913361,3.89822E-23
1066,24.38603725,4.11114E-23
1067,24.41528376,3.84341E-23
1068,24.46208723,3.45074E-23
1069,24.56641615,2.71384E-23
1070,24.52634432,2.97616E-23
1071,24.48632595,3.26343E-23
1072,24.48886858,3.24438E-23
1073,24.47192824,3.37343E-23
1074,24.52181824,3.00733E-23
1075,24.51214647,3.07506E-23
1076,24.5680787,2.70347E-23
1077,24.55643841,2.77691E-23
1078,24.63616267,2.3112E-23
1079,24.56084977,2.74884E-23
1080,24.52238427,3.00342E-23
1081,24.56211622,2.74084E-23
1082,24.57109888,2.68473E-23
1083,24.58930286,2.57453E-23
1084,24.56446473,2.72606E-23
1085,24.56652448,2.71316E-23
1086,24.56892072,2.69823E-23
1087,24.56265836,2.73742E-23
1088,24.61084524,2.44994E-23
1089,24.60792935,2.46644E-23
1090,24.65343832,2.22107E-23
1091,24.60021128,2.51066E-23
1092,24.52971064,2.95318E-23
1093,24.62541757,2.36909E-23
1094,24.56428871,2.72716E-23
1095,24.58065446,2.62631E-23
1096,24.59516936,2.53998E-23
1097,24.60092441,2.50655E-23
1098,24.60405573,2.48854E-23
1099,24.61783184,2.41084E-23
1100,24.56792598,2.70442E-23
