Wavelength (nm),OD,% Transmission
2755,7.013865601,9.68578E-06
2756,7.059492419,8.71982E-06
2757,7.098918642,7.96309E-06
2758,7.157670557,6.95552E-06
2759,7.209915589,6.16715E-06
2760,7.27377108,5.32389E-06
2761,7.344917218,4.51942E-06
2762,7.404504051,3.94E-06
2763,7.46851929,3.40001E-06
2764,7.549213035,2.82349E-06
2765,7.622243331,2.38647E-06
2766,7.703884517,1.9775E-06
2767,7.763545279,1.72367E-06
2768,7.840293352,1.44446E-06
2769,7.91166637,1.22556E-06
2770,7.976985188,1.05442E-06
2771,8.046366161,8.9874E-07
2772,8.138428554,7.27062E-07
2773,8.216447084,6.07509E-07
2774,8.303388735,4.97292E-07
2775,8.377386766,4.19385E-07
2776,8.458090101,3.48265E-07
2777,8.532669974,2.93312E-07
2778,8.623427831,2.37997E-07
2779,8.712224732,1.93988E-07
2780,8.80597337,1.56324E-07
2781,8.894175506,1.27592E-07
2782,8.982644718,1.04077E-07
2783,9.069478136,8.52161E-08
2784,9.161908628,6.88797E-08
2785,9.264585296,5.43769E-08
2786,9.366136978,4.30391E-08
2787,9.460967934,3.45965E-08
2788,9.559413463,2.75795E-08
2789,9.652514674,2.2258E-08
2790,9.736724754,1.83348E-08
2791,9.824699554,1.49727E-08
2792,9.91890939,1.20529E-08
2793,10.00780713,9.82184E-09
2794,10.10161239,7.91385E-09
2795,10.19092777,6.44276E-09
2796,10.27137914,5.35329E-09
2797,10.37458812,4.22097E-09
2798,10.45341778,3.52032E-09
2799,10.55570786,2.78158E-09
2800,10.63412831,2.32205E-09
2801,10.72287532,1.89289E-09
2802,10.81475113,1.53197E-09
2803,10.90912943,1.23274E-09
2804,10.9989139,1.0025E-09
2805,11.09650273,8.00751E-10
2806,11.18683491,6.50377E-10
2807,11.26890471,5.38388E-10
2808,11.36374126,4.32772E-10
2809,11.44894445,3.55677E-10
2810,11.54061818,2.87993E-10
2811,11.63536191,2.31546E-10
2812,11.70839847,1.95705E-10
2813,11.79440813,1.60543E-10
2814,11.87522253,1.33284E-10
2815,11.94926034,1.12393E-10
2816,12.03562255,9.2125E-11
2817,12.10341342,7.8811E-11
2818,12.19155741,6.43343E-11
2819,12.2626881,5.4615E-11
2820,12.33938094,4.5774E-11
2821,12.40339952,3.95003E-11
2822,12.46697668,3.41211E-11
2823,12.54309947,2.86352E-11
2824,12.59950319,2.51476E-11
2825,12.66702404,2.15266E-11
2826,12.74769126,1.78776E-11
2827,12.81586873,1.52803E-11
2828,12.8382356,1.45132E-11
2829,12.94434762,1.13672E-11
2830,13.00607804,9.86102E-12
2831,13.03143863,9.30168E-12
2832,13.13607659,7.3101E-12
2833,13.11084536,7.74738E-12
2834,13.21409435,6.10809E-12
2835,13.29047425,5.12302E-12
2836,13.31329817,4.86073E-12
2837,13.34862595,4.48099E-12
2838,13.41536541,3.84268E-12
2839,13.49292353,3.21423E-12
2840,13.49352805,3.20976E-12
2841,13.54452935,2.85411E-12
2842,13.58196958,2.61837E-12
2843,13.61335066,2.43584E-12
2844,13.72856392,1.86825E-12
2845,13.72472426,1.88485E-12
2846,13.7494956,1.78035E-12
2847,13.8043664,1.56904E-12
2848,13.85814701,1.38629E-12
2849,13.7659193,1.71428E-12
2850,13.74938587,1.7808E-12
2851,13.82946194,1.48094E-12
2852,13.9447433,1.13568E-12
2853,14.00125154,9.97122E-13
2854,13.90443778,1.24613E-12
2855,14.00504995,9.88439E-13
2856,14.08111052,8.2964E-13
2857,14.03546548,9.21583E-13
2858,14.04651749,8.98426E-13
2859,14.09933616,7.95543E-13
2860,14.11049874,7.75356E-13
2861,14.13984862,7.24689E-13
2862,14.21029983,6.16169E-13
2863,14.20222969,6.27726E-13
2864,14.16735192,6.80218E-13
2865,14.23577983,5.81059E-13
2866,14.17328718,6.70985E-13
2867,14.25683201,5.53564E-13
2868,14.31634515,4.82675E-13
2869,14.29745186,5.04136E-13
2870,14.37604639,4.20682E-13
2871,14.29126317,5.11372E-13
2872,14.28698762,5.16431E-13
2873,14.37528371,4.21421E-13
2874,14.26144531,5.47715E-13
2875,14.38095596,4.15953E-13
2876,14.35647123,4.40077E-13
2877,14.32853231,4.69319E-13
2878,14.38397758,4.13069E-13
2879,14.45077034,3.54185E-13
2880,14.40627993,3.92392E-13
2881,14.56503255,2.7225E-13
2882,14.34249543,4.54469E-13
2883,14.52716844,2.97051E-13
2884,14.49561429,3.19437E-13
2885,14.49228143,3.21898E-13
2886,14.43915185,3.63788E-13
2887,14.55788059,2.7677E-13
2888,14.48139787,3.30067E-13
2889,14.43264403,3.6928E-13
2890,14.44417042,3.59608E-13
2891,14.46331809,3.44098E-13
2892,14.51086342,3.08416E-13
2893,14.54002615,2.88386E-13
2894,14.56440142,2.72646E-13
2895,14.48975534,3.23776E-13
2896,14.80188808,1.57802E-13
2897,14.60209544,2.4998E-13
2898,14.61403529,2.43201E-13
2899,14.58351654,2.60906E-13
2900,14.48226305,3.2941E-13
2901,14.49655622,3.18745E-13
2902,14.596543,2.53196E-13
2903,14.49864981,3.17212E-13
2904,14.62885547,2.35041E-13
2905,14.52253797,3.00235E-13
2906,14.74226273,1.81024E-13
2907,14.60812124,2.46535E-13
2908,14.68962633,2.0435E-13
2909,14.58988738,2.57106E-13
2910,14.5872044,2.587E-13
2911,14.6770561,2.10351E-13
2912,14.661183,2.18181E-13
2913,14.60886668,2.46112E-13
2914,14.55798775,2.76702E-13
2915,14.58310832,2.61151E-13
2916,14.51662851,3.04349E-13
2917,14.66001617,2.18768E-13
2918,14.55516709,2.78505E-13
2919,14.64251427,2.27764E-13
2920,14.70701912,1.96327E-13
2921,14.57068048,2.68732E-13
2922,14.44907353,3.55571E-13
2923,14.71445984,1.92992E-13
2924,14.60995741,2.45495E-13
2925,14.53758178,2.90014E-13
2926,14.58757221,2.58481E-13
2927,14.58935988,2.57419E-13
2928,14.65434874,2.21642E-13
2929,14.6021296,2.4996E-13
2930,14.60459026,2.48548E-13
2931,14.60741637,2.46936E-13
2932,14.61461016,2.42879E-13
2933,14.55952673,2.75723E-13
2934,14.65285257,2.22406E-13
2935,14.6277275,2.35653E-13
2936,14.68133724,2.08287E-13
2937,14.63145822,2.33637E-13
2938,14.63454745,2.31981E-13
2939,14.53057356,2.94731E-13
2940,14.58501343,2.60008E-13
2941,14.8787922,1.32193E-13
2942,14.52531756,2.9832E-13
2943,14.56835969,2.70172E-13
2944,14.58709573,2.58764E-13
2945,14.68024802,2.0881E-13
2946,14.68958668,2.04368E-13
2947,14.59056587,2.56705E-13
2948,14.52419998,2.99089E-13
2949,14.5253803,2.98277E-13
2950,14.49958923,3.16527E-13
2951,14.51340991,3.06613E-13
2952,14.61700604,2.41543E-13
2953,14.54038235,2.88149E-13
2954,14.50866538,3.09981E-13
2955,14.5303321,2.94895E-13
2956,14.43310702,3.68887E-13
2957,14.51767153,3.03619E-13
2958,14.51296537,3.06927E-13
2959,14.5513409,2.80969E-13
2960,14.50142807,3.1519E-13
2961,14.44080929,3.62402E-13
2962,14.50287861,3.14139E-13
2963,14.51713245,3.03996E-13
2964,14.56804821,2.70366E-13
2965,14.50983342,3.09148E-13
2966,14.45279803,3.52535E-13
2967,14.45382366,3.51703E-13
2968,14.51816826,3.03272E-13
2969,14.48682194,3.2597E-13
2970,14.48490759,3.2741E-13
2971,14.49740888,3.1812E-13
2972,14.50557238,3.12196E-13
2973,14.39181595,4.0568E-13
2974,14.44477823,3.59105E-13
2975,14.36304244,4.33469E-13
2976,14.43567621,3.66711E-13
2977,14.36018684,4.36328E-13
2978,14.44791622,3.5652E-13
2979,14.40665806,3.9205E-13
2980,14.44323017,3.60388E-13
2981,14.38176736,4.15176E-13
2982,14.3281461,4.69736E-13
2983,14.3321833,4.6539E-13
2984,14.46286554,3.44457E-13
2985,14.50439256,3.13045E-13
2986,14.36859368,4.27963E-13
2987,14.45373662,3.51774E-13
2988,14.30493063,4.95529E-13
2989,14.40325568,3.95134E-13
2990,14.35423747,4.42346E-13
2991,14.46447575,3.43182E-13
2992,14.33678039,4.60489E-13
2993,14.36388496,4.32628E-13
2994,14.35090446,4.45754E-13
2995,14.474313,3.35496E-13
2996,14.30166753,4.99267E-13
2997,14.375379,4.21329E-13
2998,14.23144991,5.86881E-13
2999,14.29910193,5.02225E-13
3000,14.43400874,3.68122E-13
